Code,Name,Industry,CFICode
3015,全漢,電子零組件業,ESVUFR
3016,嘉晶,半導體業,ESVUFR
3017,奇鋐,電腦及週邊設備業,ESVUFR
3018,隆銘綠能,其他電子業,ESVUFR
3019,亞光,光電業,ESVUFR
3021,鴻名,電子零組件業,ESVUFR
3022,威強電,電腦及週邊設備業,ESVUFR
3023,信邦,電子零組件業,ESVUFR
3024,憶聲,光電業,ESVUFR
3025,星通,通信網路業,ESVUFR
3026,禾伸堂,電子零組件業,ESVUFR
3027,盛達,通信網路業,ESVUFR
3028,增你強,電子通路業,ESVUFR
3029,零壹,資訊服務業,ESVUFR
3030,德律,其他電子業,ESVUFR
3031,佰鴻,光電業,ESVUFR
3032,偉訓,電子零組件業,ESVUFR
3033,威健,電子通路業,ESVUFR
3034,聯詠,半導體業,ESVUFR
3035,智原,半導體業,ESVUFR
3036,文曄,電子通路業,ESVUFR
3036A,文曄甲特,,EPNRAR
3037,欣興,電子零組件業,ESVUFR
3038,全台,光電業,ESVUFR
3040,遠見,其他業,ESVUFR
3041,揚智,半導體業,ESVUFR
3042,晶技,電子零組件業,ESVUFR
3043,科風,其他電子業,ESVUFR
3044,健鼎,電子零組件業,ESVUFR
3045,台灣大,通信網路業,ESVUFR
3046,建��,電腦及週邊設備業,ESVUFR
3047,訊舟,通信網路業,ESVUFR
3048,益登,電子通路業,ESVUFR
3049,精金,光電業,ESVUFR
3050,鈺德,光電業,ESVUFR
3051,力特,光電業,ESVUFR
3052,夆典,建材營造業,ESVUFR
3054,立萬利,食品工業,ESVUFR
3055,蔚華科,電子通路業,ESVUFR
3056,富華新,建材營造業,ESVUFR
3057,喬鼎,電腦及週邊設備業,ESVUFR
3058,立德,電子零組件業,ESVUFR
3059,華晶科,光電業,ESVUFR
3060,銘異,電腦及週邊設備業,ESVUFR
3062,建漢,通信網路業,ESVUFR
3090,日電貿,電子零組件業,ESVUFR
3092,鴻碩,電子零組件業,ESVUFR
3094,聯傑,半導體業,ESVUFR
3130,一零四,數位雲端,ESVUFR
3135,凌航,半導體業,ESVUFR
3138,耀登,通信網路業,ESVUFR
3149,正達,光電業,ESVUFR
3164,景岳,生技醫療業,ESVUFR
3167,大量,電機機械,ESVUFR
3168,眾福科,光電業,ESVUFR
3189,景碩,半導體業,ESVUFR
3209,全科,電子通路業,ESVUFR
3229,晟鈦,電子零組件業,ESVUFR
3231,緯創,電腦及週邊設備業,ESVUFR
3257,虹冠電,半導體業,ESVUFR
3266,昇陽,建材營造業,ESVUFR
3296,勝德,電子零組件業,ESVUFR
3305,昇貿,其他電子業,ESVUFR
3308,聯德,電子零組件業,ESVUFR
3311,閎暉,通信網路業,ESVUFR
3312,弘憶股,電子通路業,ESVUFR
3321,同泰,電子零組件業,ESVUFR
3338,泰碩,電子零組件業,ESVUFR
3346,麗清,汽車工業,ESVUFR
3356,奇偶,光電業,ESVUFR
3376,新日興,電子零組件業,ESVUFR
3380,明泰,通信網路業,ESVUFR
3406,玉晶光,光電業,ESVUFR
3413,京鼎,半導體業,ESVUFR
3416,融程電,電腦及週邊設備業,ESVUFR
3419,譁裕,通信網路業,ESVUFR
3432,台端,電子零組件業,ESVUFR
3437,榮創,光電業,ESVUFR
3443,創意,半導體業,ESVUFR
3447,展達,通信網路業,ESVUFR
3450,聯鈞,半導體業,ESVUFR
3454,晶睿,光電業,ESVUFR
3481,群創,光電業,ESVUFR
3494,誠研,電腦及週邊設備業,ESVUFR
3501,維熹,電子零組件業,ESVUFR
3504,揚明光,光電業,ESVUFR
3515,華擎,電腦及週邊設備業,ESVUFR
3518,柏騰,其他電子業,ESVUFR
3528,安馳,電子通路業,ESVUFR
3530,晶相光,半導體業,ESVUFR
3532,台勝科,半導體業,ESVUFR
3533,嘉澤,電子零組件業,ESVUFR
3535,晶彩科,光電業,ESVUFR
3543,州巧,光電業,ESVUFR
3545,敦泰,半導體業,ESVUFR
3550,聯穎,電子零組件業,ESVUFR
3557,嘉威,居家生活,ESVUFR
3563,牧德,光電業,ESVUFR
3576,聯合再生,光電業,ESVUFR
3583,辛耘,半導體業,ESVUFR
3588,通嘉,半導體業,ESVUFR
3591,艾笛森,光電業,ESVUFR
3592,瑞鼎,半導體業,ESVUFR
3593,力銘,電子零組件業,ESVUFR
3596,智易,通信網路業,ESVUFR
3605,宏致,電子零組件業,ESVUFR
3607,谷崧,電子零組件業,ESVUFR
3617,碩天,其他電子業,ESVUFR
3622,洋華,光電業,ESVUFR
3645,達邁,電子零組件業,ESVUFR
3652,精聯,電腦及週邊設備業,ESVUFR
3653,健策,電子零組件業,ESVUFR
3661,世芯-KY,半導體業,ESVUFR
3665,貿聯-KY,其他電子業,ESVUFR
3669,圓展,通信網路業,ESVUFR
3673,TPK-KY,光電業,ESVTFR
3679,新至陞,電子零組件業,ESVUFR
3686,達能,半導體業,ESVUFR
3694,海華,通信網路業,ESVUFR
3701,大眾控,電腦及週邊設備業,ESVUFR
3702,大聯大,電子通路業,ESVUFR
3703,欣陸,建材營造業,ESVUFR
3704,合勤控,通信網路業,ESVUFR
3705,永信,生技醫療業,ESVUFR
3706,神達,電腦及週邊設備業,ESVUFR
3708,上緯投控,綠能環保,ESVUFR
3711,日月光投控,半導體業,ESVUFR
3712,永崴投控,電腦及週邊設備業,ESVUFR
3714,富采,光電業,ESVUFR
3715,定穎投控,電子零組件業,ESVUFR
3716,中化控股,生技醫療業,ESVUFR
3717,聯嘉投控,汽車工業,ESVUFR
4104,佳醫,生技醫療業,ESVUFR
4106,雃博,生技醫療業,ESVUFR
4108,懷特,生技醫療業,ESVUFR
4119,旭富,生技醫療業,ESVUFR
4133,亞諾法,生技醫療業,ESVUFR
4137,麗豐-KY,生技醫療業,ESVUFR
4142,國光生,生技醫療業,ESVUFR
4148,全宇生技-KY,生技醫療業,ESVUFR
4155,訊映,生技醫療業,ESVUFR
4164,承業醫,生技醫療業,ESVUFR
4190,佐登-KY,生技醫療業,ESVUFR
4306,炎洲,塑膠工業,ESVUFR
4414,如興,紡織纖維,ESVUFR
4426,利勤,紡織纖維,ESVUFR
4438,廣越,紡織纖維,ESVUFR
4439,冠星-KY,紡織纖維,ESVUFR
4440,宜新實業,紡織纖維,ESVUFR
4526,東台,電機機械,ESVUFR
4532,瑞智,電機機械,ESVUFR
4536,拓凱,運動休閒,ESVUFR
4540,全球傳動,電機機械,ESVUFR
4545,銘鈺,電子零組件業,ESVUFR
4551,智伸科,汽車工業,ESVUFR
4552,力達-KY,電機機械,ESVUFR
4555,氣立,電機機械,ESVUFR
4557,永新-KY,汽車工業,ESVUFR
4560,強信-KY,電機機械,ESVUFR
4562,穎漢,電機機械,ESVUFR
4564,元翎,電機機械,ESVUFR
4566,時碩工業,電機機械,ESVUFR
4569,六方科-KY,汽車工業,ESVUFR
4571,鈞興-KY,電機機械,ESVUFR
4572,駐龍,電機機械,ESVUFR
4576,大銀微系統,電機機械,ESVUFR
4581,光隆精密-KY,汽車工業,ESVUFR
4583,台灣精銳,電機機械,ESVUFR
4588,玖鼎電力,其他電子業,ESVUFR
4720,德淵,化學工業,ESVUFR
4722,國精化,化學工業,ESVUFR
4736,泰博,生技醫療業,ESVUFR
4737,華廣,生技醫療業,ESVUFR
4739,康普,化學工業,ESVUFR
4746,台耀,生技醫療業,ESVUFR
4755,三福化,化學工業,ESVUFR
4763,材料*-KY,化學工業,ESVUFR
4764,雙鍵,化學工業,ESVUFR
4766,南寶,化學工業,ESVUFR
4770,上品,化學工業,ESVUFR
4771,望隼,生技醫療業,ESVUFR
4807,日成-KY,貿易百貨業,ESVUFR
4904,遠傳,通信網路業,ESVUFR
4906,正文,通信網路業,ESVUFR
4912,聯德控股-KY,電子零組件業,ESVUFR
4915,致伸,電子零組件業,ESVUFR
4916,事欣科,電腦及週邊設備業,ESVUFR
4919,新唐,半導體業,ESVUFR
4927,泰鼎-KY,電子零組件業,ESVUFR
4930,燦星網,電器電纜,ESVUFR
4934,太極,光電業,ESVUFR
4935,茂林-KY,光電業,ESVUFR
4938,和碩,電腦及週邊設備業,ESVUFR
4942,嘉彰,光電業,ESVUFR
4943,康控-KY,電子零組件業,ESVUFR
4949,有成精密,光電業,ESVUFR
4952,凌通,半導體業,ESVUFR
4956,光鋐,光電業,ESVUFR
4958,臻鼎-KY,電子零組件業,ESVUFR
4960,誠美材,光電業,ESVUFR
4961,天鈺,半導體業,ESVUFR
4967,十銓,半導體業,ESVUFR
4968,立積,半導體業,ESVUFR
4976,佳凌,光電業,ESVUFR
4977,眾達-KY,通信網路業,ESVUFR
4989,榮科,電子零組件業,ESVUFR
4994,傳奇,資訊服務業,ESVUFR
4999,鑫禾,電子零組件業,ESVUFR
5007,三星,鋼鐵工業,ESVUFR
5203,訊連,資訊服務業,ESVUFR
5215,科嘉-KY,電腦及週邊設備業,ESVUFR
5222,全訊,半導體業,ESVUFR
5225,東科-KY,其他電子業,ESVUFR
5234,達興材料,光電業,ESVUFR
5243,乙盛-KY,光電業,ESVUFR
5244,弘凱,光電業,ESVUFR
5258,虹堡,電腦及週邊設備業,ESVUFR
5269,祥碩,半導體業,ESVUFR
5283,禾聯碩,電器電纜,ESVUFR
5284,jpp-KY,其他業,ESVUFR
5285,界霖,半導體業,ESVUFR
5288,豐祥-KY,電機機械,ESVUFR
5292,華懋,綠能環保,ESVUFR
5306,桂盟,運動休閒,ESVUFR
5388,中磊,通信網路業,ESVUFR
5434,崇越,電子通路業,ESVUFR
5469,瀚宇博,電子零組件業,ESVUFR
5471,松翰,半導體業,ESVUFR
5484,慧友,光電業,ESVUFR
5515,建國,建材營造業,ESVUFR
5519,隆大,建材營造業,ESVUFR
5521,工信,建材營造業,ESVUFR
5522,遠雄,建材營造業,ESVUFR
5525,順天,建材營造業,ESVUFR
5531,鄉林,建材營造業,ESVUFR
5533,皇鼎,建材營造業,ESVUFR
5534,長虹,建材營造業,ESVUFR
5538,東明-KY,鋼鐵工業,ESVUFR
5546,永固-KY,建材營造業,ESVUFR
5607,遠雄港,航運業,ESVUFR
5608,四維航,航運業,ESVUFR
5706,鳳凰,觀光餐旅,ESVUFR
5871,中租-KY,其他業,ESVUFR
5871A,中租-KY甲特,其他業,EPNRAR
5876,上海商銀,金融保險業,ESVUFR
5880,合庫金,金融保險業,ESVUFR
5906,台南-KY,貿易百貨業,ESVUFR
5907,大洋-KY,貿易百貨業,ESVUFR
6005,群益證,金融保險業,ESVUFR
6024,群益期,金融保險業,ESVUFR
6108,競國,電子零組件業,ESVUFR
6112,邁達特,資訊服務業,ESVUFR
6115,鎰勝,電子零組件業,ESVUFR
6116,彩晶,光電業,ESVUFR
6117,迎廣,電腦及週邊設備業,ESVUFR
6120,達運,光電業,ESVUFR
6128,上福,電腦及週邊設備業,ESVUFR
6133,金橋,電子零組件業,ESVUFR
6136,富爾特,通信網路業,ESVUFR
6139,亞翔,其他電子業,ESVUFR
6141,柏承,電子零組件業,ESVUFR
6142,友勁,通信網路業,ESVUFR
6152,百一,通信網路業,ESVUFR
6153,嘉聯益,電子零組件業,ESVUFR
6155,鈞寶,電子零組件業,ESVUFR
6164,華興,光電業,ESVUFR
6165,浪凡,數位雲端,ESVUFR
6166,凌華,電腦及週邊設備業,ESVUFR
6168,宏齊,光電業,ESVUFR
6176,瑞儀,光電業,ESVUFR
6177,達麗,建材營造業,ESVUFR
6183,關貿,資訊服務業,ESVUFR
6184,大豐電,其他業,ESVUFR
6189,豐藝,電子通路業,ESVUFR
6191,精成科,電子零組件業,ESVUFR
6192,巨路,其他電子業,ESVUFR
6196,帆宣,其他電子業,ESVUFR
6197,佳必琪,電子零組件業,ESVUFR
6201,亞弘電,其他電子業,ESVUFR
6202,盛群,半導體業,ESVUFR
6205,詮欣,電子零組件業,ESVUFR
6206,飛捷,電腦及週邊設備業,ESVUFR
6209,今國光,光電業,ESVUFR
6213,聯茂,電子零組件業,ESVUFR
6214,精誠,資訊服務業,ESVUFR
6215,和椿,其他電子業,ESVUFR
6216,居易,通信網路業,ESVUFR
6224,聚鼎,電子零組件業,ESVUFR
6225,天瀚,光電業,ESVUFR
6226,光鼎,光電業,ESVUFR
6230,尼得科超眾,電腦及週邊設備業,ESVUFR
6235,華孚,電腦及週邊設備業,ESVUFR
6239,力成,半導體業,ESVUFR
6243,迅杰,半導體業,ESVUFR
6257,矽格,半導體業,ESVUFR
6269,台郡,電子零組件業,ESVUFR
6271,同欣電,半導體業,ESVUFR
6277,宏正,電腦及週邊設備業,ESVUFR
6278,台表科,光電業,ESVUFR
6281,全國電,電子通路業,ESVUFR
6282,康舒,電子零組件業,ESVUFR
6283,淳安,其他電子業,ESVUFR
6285,啟��,通信網路業,ESVUFR
6405,悅城,光電業,ESVUFR
6409,旭隼,其他電子業,ESVUFR
6412,群電,電子零組件業,ESVUFR
6414,樺漢,電腦及週邊設備業,ESVUFR
6415,矽力*-KY,半導體業,ESVUFR
6416,瑞祺電通,通信網路業,ESVUFR
6426,統新,通信網路業,ESVUFR
6431,光麗-KY,生技醫療業,ESVUFR
6438,迅得,其他電子業,ESVUFR
6442,光聖,通信網路業,ESVUFR
6443,元晶,光電業,ESVUFR
6446,藥華藥,生技醫療業,ESVUFR
6449,鈺邦,電子零組件業,ESVUFR
6451,訊芯-KY,半導體業,ESVUFR
6456,GIS-KY,光電業,ESVUFR
6464,台數科,其他業,ESVUFR
6472,保瑞,生技醫療業,ESVUFR
6477,安集,光電業,ESVUFR
6491,晶碩,生技醫療業,ESVUFR
6504,南六,其他業,ESVUFR
6505,台塑化,油電燃氣業,ESVUFR
6515,穎崴,半導體業,ESVUFR
6525,捷敏-KY,半導體業,ESVUFR
6526,達發,半導體業,ESVUFR
6531,愛普*,半導體業,ESVUFR
6533,晶心科,半導體業,ESVUFR
6541,泰福-KY,生技醫療業,ESVUFR
6550,北極星藥業-KY,生技醫療業,ESVUFR
6552,易華電,半導體業,ESVUFR
6558,興能高,其他電子業,ESVUFR
6573,虹揚-KY,半導體業,ESVUFR
6579,研揚,電腦及週邊設備業,ESVUFR
6581,鋼聯,綠能環保,ESVUFR
6582,申豐,橡膠工業,ESVUFR
6585,鼎基,其他業,ESVUFR
6589,台康生技,生技醫療業,ESVUFR
6591,動力-KY,電腦及週邊設備業,ESVUFR
6592,和潤企業,其他業,ESVUFR
6592A,和潤企業甲特,其他業,EPNTAR
6592B,和潤企業乙特,,EPNTAR
6598,ABC-KY,生技醫療業,ESVUFR
6605,帝寶,汽車工業,ESVUFR
6606,建德工業,電機機械,ESVUFR
6625,必應,其他業,ESVUFR
6641,基士德-KY,綠能環保,ESVUFR
6655,科定,其他業,ESVUFR
6657,華安,生技醫療業,ESVUFR
6658,聯策,其他電子業,ESVUFR
6666,羅麗芬-KY,生技醫療業,ESVUFR
6668,中揚光,光電業,ESVUFR
6669,緯穎,電腦及週邊設備業,ESVUFR
6670,復盛應用,運動休閒,ESVUFR
6671,三能-KY,居家生活,ESVUFR
6672,騰輝電子-KY,電子零組件業,ESVUFR
6674,鋐寶科技,通信網路業,ESVUFR
6689,伊雲谷,數位雲端,ESVUFR
6691,洋基工程,其他電子業,ESVUFR
6695,芯鼎,半導體業,ESVUFR
6698,旭暉應材,其他電子業,ESVUFR
6706,惠特,光電業,ESVUFR
6715,嘉基,電子零組件業,ESVUFR
6719,力智,半導體業,ESVUFR
6742,澤米,光電業,ESVUFR
6743,安普新,其他電子業,ESVUFR
6753,龍德造船,航運業,ESVUFR
6754,匯僑設計,居家生活,ESVUFR
6756,威鋒電子,半導體業,ESVUFR
6757,台灣虎航,航運業,ESVUFR
6768,志強-KY,運動休閒,ESVUFR
6770,力積電,半導體業,ESVUFR
6776,展�眥篕�,電子通路業,ESVUFR
6781,AES-KY,電子零組件業,ESVUFR
6782,視陽,生技醫療業,ESVUFR
6789,采鈺,半導體業,ESVUFR
6790,永豐實,造紙工業,ESVUFR
6792,詠業,通信網路業,ESVUFR
6796,晉弘,生技醫療業,ESVUFR
6799,來頡,半導體業,ESVUFR
6805,富世達,電子零組件業,ESVUFR
6806,森崴能源,綠能環保,ESVUFR
6807,峰源-KY,居家生活,ESVUFR
6830,汎銓,其他電子業,ESVUFR
6834,天二科技,電子零組件業,ESVUFR
6835,圓裕,電子零組件業,ESVUFR
6838,台新藥,生技醫療業,ESVUFR
6861,睿生光電,生技醫療業,ESVUFR
6862,三集瑞-KY,電子零組件業,ESVUFR
6863,永道-KY,通信網路業,ESVUFR
6869,雲豹能源,綠能環保,ESVUFR
6873,泓德能源,綠能環保,ESVUFR
6885,全福生技,生技醫療業,ESVUFR
6887,寶綠特-KY,綠能環保,ESVUFR
6890,來億-KY,運動休閒,ESVUFR
6901,鑽石投資,其他業,ESVUFR
6902,GOGOLOOK,數位雲端,ESVUFR
6906,現觀科,數位雲端,ESVUFR
6909,創控,半導體業,ESVUFR
6914,阜爾運通,其他業,ESVUFR
6916,華凌,光電業,ESVUFR
6918,愛派司,生技醫療業,ESVUFR
6919,康霈*,生技醫療業,ESVUFR
6923,中台,綠能環保,ESVUFR
6928,攸泰科技,電腦及週邊設備業,ESVUFR
6931,青松健康,生技醫療業,ESVUFR
6933,AMAX-KY,電腦及週邊設備業,ESVUFR
6936,永鴻生技,生技醫療業,ESVUFR
6937,天虹,半導體業,ESVUFR
6944,兆聯實業,綠能環保,ESVUFR
6952,大武山,其他業,ESVUFR
6957,裕慶-KY,其他業,ESVUFR
6958,日盛台駿,其他業,ESVUFR
6962,奕力-KY,半導體業,ESVUFR
6965,中傑-KY,運動休閒,ESVUFR
6994,富威電力,綠能環保,ESVUFR
7705,三商餐飲,觀光餐旅,ESVUFR
7721,微程式,數位雲端,ESVUFR
7722,LINEPAY,數位雲端,ESVUFR
7732,金興精密,汽車工業,ESVUFR
7736,虎山,汽車工業,ESVUFR
7749,意騰-KY,半導體業,ESVUFR
7765,中華資安,數位雲端,ESVUFR
8011,台通,通信網路業,ESVUFR
8016,矽創,半導體業,ESVUFR
8021,尖點,其他電子業,ESVUFR
8028,昇陽半導體,半導體業,ESVUFR
8033,雷虎,其他業,ESVUFR
8039,台虹,電子零組件業,ESVUFR
8045,達運光電,通信網路業,ESVUFR
8046,南電,電子零組件業,ESVUFR
8070,長華*,電子通路業,ESVUFR
8072,陞泰,電子通路業,ESVUFR
8081,致新,半導體業,ESVUFR
8101,華冠,通信網路業,ESVUFR
8103,瀚荃,電子零組件業,ESVUFR
8104,錸寶,光電業,ESVUFR
8105,凌巨,光電業,ESVUFR
8110,華東,半導體業,ESVUFR
8112,至上,電子通路業,ESVUFR
8112A,至上甲特,電子通路業,EPRNAR
8114,振樺電,電腦及週邊設備業,ESVUFR
8131,福懋科,半導體業,ESVUFR
8150,南茂,半導體業,ESVUFR
8163,達方,電腦及週邊設備業,ESVUFR
8201,無敵,其他電子業,ESVUFR
8210,勤誠,電腦及週邊設備業,ESVUFR
8213,志超,電子零組件業,ESVUFR
8215,明基材,光電業,ESVUFR
8222,寶一,電機機械,ESVUFR
8249,菱光,電子零組件業,ESVUFR
8261,富鼎,半導體業,ESVUFR
8271,宇瞻,半導體業,ESVUFR
8341,日友,綠能環保,ESVUFR
8367,建新國際,航運業,ESVUFR
8374,羅昇,電機機械,ESVUFR
8404,百和興業-KY,其他業,ESVUFR
8411,福貞-KY,其他業,ESVUFR
8422,可寧衛,綠能環保,ESVUFR
8429,金麗-KY,貿易百貨業,ESVUFR
8438,昶昕,綠能環保,ESVUFR
8442,威宏-KY,其他業,ESVUFR
8443,阿瘦,貿易百貨業,ESVUFR
8454,富邦媒,數位雲端,ESVUFR
8462,柏文,運動休閒,ESVUFR
8463,潤泰材,其他業,ESVUFR
8464,億豐,居家生活,ESVUFR
8466,美吉吉-KY,其他業,ESVUFR
8467,波力-KY,運動休閒,ESVUFR
8473,山林水,綠能環保,ESVUFR
8476,台境*,綠能環保,ESVUFR
8478,東哥遊艇,運動休閒,ESVUFR
8481,政伸,其他業,ESVUFR
8482,商億-KY,居家生活,ESVUFR
8488,吉源-KY,其他業,ESVUFR
8499,鼎炫-KY,其他電子業,ESVUFR
8926,台汽電,油電燃氣業,ESVUFR
8940,新天地,觀光餐旅,ESVUFR
8996,高力,電機機械,ESVUFR
9103,美德醫療-DR,,EDSDDR
910322,康師傅-DR,,EDSDDR
9105,泰金寶-DR,,EDSDDR
910861,神州-DR,,EDSDDR
9110,越南控-DR,,EDSDDR
911608,明輝-DR,,EDSDDR
911622,泰聚亨-DR,,EDSDDR
911868,同方友友-DR,,EDSDDR
912000,晨訊科-DR,,EDSDDR
9136,巨騰-DR,,EDSDDR
9802,鈺齊-KY,運動休閒,ESVUFR
9902,台火,其他業,ESVUFR
9904,寶成,運動休閒,ESVUFR
9905,大華,其他業,ESVUFR
9906,欣巴巴,建材營造業,ESVUFR
9907,統一實,其他業,ESVUFR
9908,大台北,油電燃氣業,ESVUFR
9910,豐泰,運動休閒,ESVUFR
9911,櫻花,居家生活,ESVUFR
9912,偉聯,電腦及週邊設備業,ESVUFR
9914,美利達,運動休閒,ESVUFR
9917,中保科,其他業,ESVUFR
9918,欣天然,油電燃氣業,ESVUFR
9919,康那香,其他業,ESVUFR
9921,巨大,運動休閒,ESVUFR
9924,福興,居家生活,ESVUFR
9925,新保,其他業,ESVUFR
9926,新海,油電燃氣業,ESVUFR
9927,泰銘,其他業,ESVUFR
9928,中視,其他業,ESVUFR
9929,秋雨,其他業,ESVUFR
9930,中聯資源,綠能環保,ESVUFR
9931,欣高,油電燃氣業,ESVUFR
9933,中鼎,其他業,ESVUFR
9934,成霖,居家生活,ESVUFR
9935,慶豐富,居家生活,ESVUFR
9937,全國,油電燃氣業,ESVUFR
9938,百和,其他業,ESVUFR
9939,宏全,其他業,ESVUFR
9940,信義,其他業,ESVUFR
9941,裕融,其他業,ESVUFR
9941A,裕融甲特,其他業,EPNRFR
9942,茂順,其他業,ESVUFR
9943,好樂迪,觀光餐旅,ESVUFR
9944,新麗,其他業,ESVUFR
9945,潤泰新,其他業,ESVUFR
9946,三發地產,建材營造業,ESVUFR
9955,佳龍,綠能環保,ESVUFR
9958,世紀鋼,鋼鐵工業,ESVUFR
